SMILES
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccn4cnnc4c3)ccc2[nH]1
C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4nncn4c3)ccc2[nH]1
CNS(=O)(=O)c1ccc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)cc1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4ccn[nH]4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(N4CCCC4=O)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4cccc(=O)[nH]4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(c3)OCC(=O)N4)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccn4c(CO)nnc4c3)cc2[nH]1
Cc1nnc2cc(C(=O)Nc3ccc4nc(CN5CCC[C@@H]5C)[nH]c4c3)ccn12
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(S(C)(=O)=O)c(C#N)c3)cc2[nH]1
Cn1ncc2cc(C(=O)Nc3ccc4c5c([nH]c4c3)C(N)CCC5)ccc21
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)N3CCN(c4ncc[nH]4)CC3)cc2[nH]1
CC(=O)NCc1nc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1
Cn1ncc2cc(C(=O)Nc3ccc4c5c([nH]c4c3)C(O)CCC5)ccc21
C[C@H]1CCCN1Cc1cc2cnc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1
C[C@H]1CCCN1Cc1cc2cnc(NC(=O)c3ccc4c(cnn4C4CC4)c3)cc2[nH]1
C[C@H]1CCCN1Cc1cc2ncc(NC(=O)c3ccc4c(cnn4C4CC4)c3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(c3)ncn4C3CC3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-n4cnnc4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-n4ccnc4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4ncc[nH]4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4cnc[nH]4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)C3CCC(c4ncc[nH]4)CC3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)C3CCN(c4ncc[nH]4)CC3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(C4CCCC(=O)N4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(C4CCC(=O)N4)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4ncc[nH]4)nc3)cc2[nH]1
Cn1ncc2cc(C(=O)Nc3ccc4c5c([nH]c4c3)CNCC5)ccc21
CN1CCc2c([nH]c3cc(NC(=O)c4ccc5c(cnn5C)c4)ccc23)C1
Cn1ncc2cc(C(=O)Nc3ccc4cc(C5CCCCN5)[nH]c4c3)ccc21
Cn1ncc2cc(C(=O)Nc3ccc4cc(C5CCCN5)[nH]c4c3)ccc21
CN1CCCC1c1cc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1
CN1CCCCC1c1cc2ccc(NC(=O)c3ccc4c(cnn4C)c3)cc2[nH]1
Cn1ncc2cc(C(=O)Nc3ccc4nc(C5CC6CCN5CC6)[nH]c4c3)ccc21
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(c3)CNC(=O)C4)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4cc(=O)[nH]cc4c3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)C3=CC4CNC(=O)C4C=C3)cc2[nH]1
Cc1c(C2CCCN2)[nH]c2cc(NC(=O)c3ccc4c(cnn4C)c3)ccc12
Cc1cc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)ccc1-c1cccc(=O)[nH]1
Cc1cc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)ccc1-c1[nH]c(=O)ccc1C
Cc1ccc(=O)[nH]c1-c1ccc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)cc1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc(-c4cc(=O)cc[nH]4)cc3)cc2[nH]1
CC(=O)NCc1ccc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)cc1
CC(=O)NC(C)(C)c1ccc(C(=O)Nc2ccc3nc(CN4CCC[C@@H]4C)[nH]c3c2)cc1
CC(=O)NC1(c2ccc(C(=O)Nc3ccc4nc(CN5CCC[C@@H]5C)[nH]c4c3)cc2)CC1
Cn1ncc2cc(C(=O)Nc3ccc4nc(CNc5ccno5)[nH]c4c3)ccc21
Cn1ncc2cc(C(=O)Nc3ccc4nc(C5(Nc6ccno6)CC5)[nH]c4c3)ccc21
CC(=O)NC1(c2nc3ccc(NC(=O)c4ccc5c(cnn5C)c4)cc3[nH]2)CC1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccn4c(C(C)(C)O)nnc4c3)cc2[nH]1
Cn1ncc2cc(C(=O)Nc3ccc4nc(C5CCCCN5)[nH]c4c3)ccc21
Cn1ncc2cc(C(=O)Nc3ccc4nc(C5CCCC(=O)N5)[nH]c4c3)ccc21
Cn1ncc2cc(C(=O)Nc3ccc4nc(C5CCC(=O)N5)[nH]c4c3)ccc21
C[C@H]1CCCN1Cc1cc2ccc(NC(=O)c3ccc4c(cnn4C4CC4)c3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc4c(c3)NC(=O)CO4)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(=O)c3ccc([S@@](C)(=N)=O)cc3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2ccc(NC(C#N)c3ccc4c(cnn4C4CC4)c3)cc2[nH]1
C[C@H]1CCCN1Cc1nc2cnc(NC(=O)c3ccc4c(cnn4C4CC4)c3)cc2[nH]1
